,Округ,Район,Площадь,Площадь лог,Кол-во комнат,Этаж,Этажей в доме,Первый этаж,Последний этаж,Метро,Расстояние до метро (ед),Расстояние указано пешком,Расстояние указано на транспорте,Тип дома,Указан раздельный санузел,Несколько санузлов,Балкон указан,Окна,Окна во двор,Ремонт,Наличие ремонта,Возраст дома,Доля жилой площади,Доля куханной площади,Площадь кухни
6500,НАО (Новомосковский),Сосенское поселение,71.2,4.26549281841793,2,7.0,9.0,False,False,Коммунарка,1,False,True,Монолитный,True,False,True,,False,Без ремонта,False,6.0,0.5196629213483146,0.18258426966292135,13.0
6501,НАО (Новомосковский),Коммунарка поселок,67.2,4.207673247529104,2,3.0,14.0,False,False,Коммунарка,15,True,False,Монолитный,True,False,True,Во двор,True,Евроремонт,True,5.0,0.5372023809523809,0.23809523809523808,16.0
6502,ЮАО,р-н Орехово-Борисово Южное,74.0,4.30406509320417,3,1.0,17.0,True,False,Зябликово,5,True,False,Панельный,True,False,False,Во двор,True,Без ремонта,False,34.0,0.6216216216216216,0.13513513513513514,10.0
6503,СВАО,р-н Лосиноостровский,71.0,4.2626798770413155,3,5.0,14.0,False,False,Медведково,5,False,True,,True,False,True,Во двор,True,Косметический,True,50.0,0.6084507042253522,0.13098591549295777,9.3
6504,НАО (Новомосковский),Коммунарка поселок,73.0,4.290459441148391,3,14.0,17.0,False,False,Бунинская аллея,7,False,True,,True,True,False,,False,Евроремонт,True,,0.5753424657534246,0.1780821917808219,13.0
6505,ВАО,р-н Ивановское,67.0,4.204692619390966,3,5.0,12.0,False,False,,,False,False,Блочный,False,False,True,Во двор,True,Косметический,True,47.0,0.6716417910447762,0.10597014925373134,7.1
6506,НАО (Новомосковский),Коммунарка поселок,68.8,4.231203744939298,2,6.0,9.0,False,False,Бунинская аллея,26,True,False,Монолитный,False,False,False,,False,Косметический,True,4.0,,0.14825581395348836,10.2
6507,ЮВАО,р-н Выхино-Жулебино,70.2,4.251348311031766,3,9.0,10.0,False,False,Выхино,12,True,False,Монолитный,True,False,True,Во двор,True,Косметический,True,31.0,0.5925925925925926,0.1339031339031339,9.4
6508,ЮВАО,р-н Некрасовка,74.9,4.316153890523174,3,4.0,17.0,False,False,Лухмановская,7,True,False,Панельный,True,False,True,Во двор,True,Евроремонт,True,4.0,0.48064085447263016,0.17356475300400534,13.0
6509,ЗАО,р-н Ново-Переделкино,73.2,4.293195420967266,3,15.0,22.0,False,False,Новопеределкино,1,True,False,Панельный,True,False,True,,False,Косметический,True,31.0,0.5997267759562841,0.13661202185792348,10.0
6510,ВАО,р-н Богородское,75.0,4.31748811353631,3,1.0,5.0,True,False,Черкизовская,13,True,False,Кирпичный,True,False,False,Во двор,True,Косметический,True,62.0,0.648,0.10933333333333332,8.2
6511,НАО (Новомосковский),Коммунарка поселок,68.8,4.231203744939298,2,6.0,18.0,False,False,Бунинская аллея,5,False,True,Монолитный,True,False,True,,False,Евроремонт,True,4.0,0.49418604651162795,0.14534883720930233,10.0
6512,НАО (Новомосковский),Коммунарка поселок,73.0,4.290459441148391,2,13.0,15.0,False,False,Бунинская аллея,19,True,False,,False,False,True,Во двор,True,Евроремонт,True,,0.4383561643835616,0.3287671232876712,24.0
6513,ЮВАО,р-н Выхино-Жулебино,72.8,4.28771595520264,3,14.0,16.0,False,False,Выхино,6,True,False,Панельный,True,False,True,На улицу и двор,True,Евроремонт,True,38.0,0.6236263736263736,0.13461538461538464,9.8
6514,ВАО,р-н Измайлово,73.7,4.300002799195291,3,1.0,5.0,True,False,Измайловская,8,False,True,Кирпичный,True,False,False,Во двор,True,,True,54.0,0.7204884667571234,0.10990502035278153,8.1
6515,НАО (Новомосковский),Внуковское поселение,67.0,4.204692619390966,2,1.0,25.0,True,False,Новопеределкино,1,False,True,Монолитный,False,False,True,На улицу,False,Косметический,True,6.0,0.47761194029850745,0.1417910447761194,9.5
6516,НАО (Новомосковский),Коммунарка поселок,66.0,4.189654742026425,2,9.0,17.0,False,False,Ольховая,5,False,True,,True,True,True,Во двор,True,Косметический,True,5.0,0.5606060606060606,0.19696969696969696,13.0
6517,НАО (Новомосковский),Московский,69.0,4.23410650459726,2,9.0,17.0,False,False,Филатов луг,10,False,True,Панельный,False,False,True,На улицу и двор,True,Евроремонт,True,12.0,0.5217391304347826,0.21739130434782608,15.0
6518,ВАО,р-н Косино-Ухтомский,75.0,4.31748811353631,2,7.0,16.0,False,False,Улица Дмитриевского,10,True,False,Панельный,False,True,True,На улицу и двор,True,Евроремонт,True,14.0,0.39199999999999996,0.108,8.1
6519,НАО (Новомосковский),Московский,73.6,4.298645025734831,2,1.0,19.0,True,False,Саларьево,15,False,True,Монолитный,False,False,True,На улицу и двор,True,Евроремонт,True,10.0,0.4755434782608696,0.14945652173913046,11.0
6520,ЮВАО,р-н Марьино,72.95,4.289774274968795,3,1.0,32.0,True,False,Марьино,7,False,True,,True,False,True,,False,Без ремонта,False,,,,
6521,НАО (Новомосковский),Десеновское поселение,74.2,4.3067641501733345,3,10.0,12.0,False,False,Ольховая,15,False,True,Панельный,True,False,True,На улицу и двор,True,Евроремонт,True,6.0,0.6199460916442048,0.1765498652291105,13.1
6522,ЮВАО,р-н Рязанский,72.0,4.276666119016055,2,5.0,5.0,False,True,Нижегородская,4,False,True,Кирпичный,True,False,True,Во двор,True,Евроремонт,True,64.0,,0.125,9.0
6523,ЮВАО,р-н Марьино,73.2,4.293195420967266,3,9.0,17.0,False,False,Братиславская,15,True,False,Панельный,True,False,True,На улицу и двор,True,Без ремонта,False,22.0,0.5942622950819672,0.14344262295081966,10.5
6524,НАО (Новомосковский),Коммунарка поселок,68.5,4.22683374526818,3,7.0,19.0,False,False,Бунинская аллея,7,False,True,,True,False,True,На улицу и двор,True,Евроремонт,True,3.0,0.5547445255474452,0.1897810218978102,13.0
6525,ЮАО,р-н Бирюлево Восточное,75.0,4.31748811353631,3,5.0,17.0,False,False,Царицыно,15,True,False,,True,False,True,Во двор,True,Косметический,True,,0.6133333333333333,0.14666666666666667,11.0
6526,ЮЗАО,р-н Теплый Стан,68.3,4.223909766576744,3,11.0,12.0,False,False,Коньково,5,False,True,Панельный,True,False,True,Во двор,True,Косметический,True,47.0,0.6046852122986822,0.17423133235724744,11.9
6527,НАО (Новомосковский),Коммунарка поселок,70.0,4.248495242049359,2,4.0,18.0,False,False,Бунинская аллея,6,False,True,Монолитный,True,True,False,Во двор,True,Евроремонт,True,3.0,0.5571428571428572,0.18571428571428572,13.0
6528,ВАО,р-н Новогиреево,74.0,4.30406509320417,3,4.0,5.0,False,False,Новогиреево,1,False,True,Кирпичный,True,False,True,,False,Косметический,True,61.0,,0.10945945945945945,8.1
6529,ВАО,р-н Измайлово,72.6,4.28496492183075,3,5.0,5.0,False,True,Измайловская,15,True,False,Кирпичный,True,False,True,Во двор,True,Косметический,True,61.0,0.7314049586776861,0.11294765840220386,8.2
6530,ВАО,р-н Перово,73.0,4.290459441148391,3,1.0,5.0,True,False,Новогиреево,1,False,True,,True,False,False,,False,Косметический,True,61.0,,0.11917808219178082,8.7
6531,ЗелАО,р-н Матушкино,72.6,4.28496492183075,3,4.0,9.0,False,False,,,False,False,Монолитный,True,True,True,На улицу и двор,True,,True,13.0,0.628099173553719,0.13774104683195593,10.0
6532,ЮВАО,р-н Марьино,75.0,4.31748811353631,3,17.0,17.0,False,True,Братиславская,10,True,False,Панельный,True,False,True,Во двор,True,Косметический,True,25.0,0.6133333333333333,0.13333333333333333,10.0
6533,САО,р-н Коптево,71.0,4.2626798770413155,2,5.0,5.0,False,True,Коптево,8,True,False,Кирпичный,True,False,False,На улицу,False,Косметический,True,66.0,0.4225352112676056,0.1267605633802817,9.0
6534,ЮВАО,р-н Выхино-Жулебино,73.5,4.297285406218791,3,14.0,14.0,False,True,Жулебино,2,True,False,Панельный,True,False,True,На улицу и двор,True,Без ремонта,False,25.0,0.5986394557823129,0.11564625850340136,8.5
6535,СЗАО,р-н Покровское-Стрешнево,68.8,4.231203744939298,3,1.0,5.0,True,False,Тушинская,1,False,True,Кирпичный,True,False,True,,False,Косметический,True,62.0,,0.1308139534883721,9.0
6536,НАО (Новомосковский),Сосенское поселение,71.0,4.2626798770413155,2,10.0,12.0,False,False,Коммунарка,9,True,False,,True,True,True,На улицу и двор,True,,True,,0.4225352112676056,0.30985915492957744,22.0
6537,ЮВАО,р-н Некрасовка,68.0,4.219507705176107,2,7.0,17.0,False,False,Некрасовка,6,True,False,Панельный,True,False,True,,False,Евроремонт,True,4.0,0.6323529411764706,0.19117647058823528,13.0
6538,САО,р-н Восточное Дегунино,72.0,4.276666119016055,3,17.0,17.0,False,True,Селигерская,4,False,True,Панельный,True,False,True,На улицу и двор,True,Косметический,True,20.0,0.6944444444444444,,
6539,ЮЗАО,р-н Теплый Стан,66.8,4.2017030805426,3,7.0,12.0,False,False,Коньково,4,False,True,Панельный,True,False,True,,False,Косметический,True,48.0,0.6601796407185629,0.1062874251497006,7.1
6540,ЮВАО,р-н Выхино-Жулебино,72.8,4.28771595520264,3,1.0,17.0,True,False,Лермонтовский проспект,2,True,False,Панельный,True,False,True,На улицу и двор,True,Евроремонт,True,27.0,0.5975274725274725,0.13873626373626374,10.1
6541,НАО (Новомосковский),Московский поселение,70.1,4.249922794040544,3,5.0,18.0,False,False,Саларьево,15,False,True,Монолитный,True,False,True,На улицу и двор,True,Без ремонта,False,2.0,0.6048502139800286,0.19258202567760344,13.5
6542,СЗАО,р-н Митино,72.0,4.276666119016055,3,1.0,17.0,True,False,Митино,10,True,False,Панельный,True,False,False,На улицу и двор,True,Косметический,True,22.0,0.6000000000000001,0.14722222222222223,10.6
6543,ЮВАО,р-н Некрасовка,71.6,4.2710950739666,2,10.0,25.0,False,False,Некрасовка,7,True,False,Панельный,False,False,True,Во двор,True,Дизайнерский,True,6.0,0.5027932960893855,0.1675977653631285,12.0
6544,НАО (Новомосковский),Десеновское поселение,74.0,4.30406509320417,3,3.0,3.0,False,True,Ольховая,20,False,True,Монолитный,True,True,False,На улицу и двор,True,Евроремонт,True,6.0,0.527027027027027,0.17567567567567569,13.0
6545,ЮЗАО,р-н Южное Бутово,70.0,4.248495242049359,2,7.0,10.0,False,False,Бунинская аллея,9,True,False,Панельный,True,False,True,Во двор,True,Евроремонт,True,19.0,0.5528571428571429,0.1685714285714286,11.8
6546,ЮВАО,р-н Некрасовка,70.0,4.248495242049359,2,10.0,25.0,False,False,Некрасовка,8,True,False,Панельный,False,False,True,Во двор,True,Дизайнерский,True,6.0,0.5285714285714286,0.17142857142857143,12.0
6547,СЗАО,р-н Митино,74.6,4.312140507209715,3,2.0,16.0,False,False,Пенягино,14,True,False,Панельный,True,False,True,,False,Косметический,True,22.0,0.613941018766756,0.13404825737265416,10.0
6548,ЮАО,р-н Орехово-Борисово Южное,73.0,4.290459441148391,3,17.0,17.0,False,True,,,False,False,Панельный,True,False,True,Во двор,True,,True,33.0,0.6301369863013698,0.136986301369863,10.0
6549,СВАО,р-н Алтуфьевский,74.3,4.308110951723713,4,2.0,12.0,False,False,Бибирево,12,True,False,Панельный,True,False,True,,False,Косметический,True,40.0,0.6850605652759085,0.11170928667563931,8.3
6550,ЮВАО,р-н Марьино,74.0,4.30406509320417,3,5.0,17.0,False,False,Братиславская,21,True,False,Панельный,True,False,True,Во двор,True,Косметический,True,19.0,0.6081081081081081,0.13513513513513514,10.0
6551,СЗАО,р-н Митино,70.0,4.248495242049359,3,15.0,25.0,False,False,Пятницкое шоссе,3,False,True,,True,False,True,На улицу и двор,True,,True,1.0,0.7857142857142857,0.14285714285714285,10.0
6552,ЮВАО,р-н Выхино-Жулебино,73.0,4.290459441148391,3,6.0,16.0,False,False,Жулебино,10,True,False,Панельный,True,False,True,Во двор,True,,True,23.0,0.6164383561643836,0.1232876712328767,9.0
6553,НАО (Новомосковский),Коммунарка поселок,70.1,4.249922794040544,2,5.0,18.0,False,False,Бунинская аллея,5,False,True,Монолитный,True,True,False,,False,Дизайнерский,True,4.0,,,
6554,ЮВАО,р-н Люблино,72.8,4.28771595520264,3,17.0,17.0,False,True,Братиславская,3,False,True,Панельный,True,False,True,На улицу и двор,True,Косметический,True,21.0,0.6043956043956045,0.13736263736263737,10.0
6555,НАО (Новомосковский),Подсобного хозяйства Воскресенское поселок,68.0,4.219507705176107,2,8.0,17.0,False,False,Ольховая,15,False,True,Монолитный,False,False,False,,False,Евроремонт,True,2.0,,,
6556,САО,р-н Восточное Дегунино,74.0,4.30406509320417,3,1.0,17.0,True,False,Селигерская,3,False,True,Панельный,True,False,False,Во двор,True,Косметический,True,29.0,0.5945945945945946,0.13513513513513514,10.0
6557,НАО (Новомосковский),Коммунарка поселок,70.0,4.248495242049359,3,12.0,14.0,False,False,Коммунарка,1,False,True,Монолитный,True,False,True,,False,Евроремонт,True,5.0,,0.17142857142857143,12.0
6558,НАО (Новомосковский),Коммунарка поселок,68.0,4.219507705176107,2,6.0,17.0,False,False,Ольховая,15,True,False,,True,False,True,,False,Евроремонт,True,5.0,0.6764705882352942,,
6559,ЗелАО,р-н Силино,73.3,4.294560608892605,3,8.0,22.0,False,False,Комсомольская,50,False,True,Панельный,True,False,True,Во двор,True,Евроремонт,True,29.0,0.5729877216916781,0.1227830832196453,9.0
6560,СВАО,р-н Бабушкинский,66.0,4.189654742026425,2,3.0,5.0,False,False,Свиблово,12,True,False,,False,False,False,,False,,True,,0.5757575757575758,0.13636363636363635,9.0
6561,НАО (Новомосковский),Воскресенское поселение,74.0,4.30406509320417,3,16.0,17.0,False,False,Бунинская аллея,23,True,False,,True,True,True,Во двор,True,Евроремонт,True,,0.5675675675675675,0.16216216216216217,12.0
6562,ЮВАО,р-н Некрасовка,74.1,4.3054155323020415,3,5.0,17.0,False,False,Некрасовка,7,True,False,Панельный,True,False,True,На улицу и двор,True,,True,3.0,0.5843454790823212,0.1727395411605938,12.8
6563,ЗАО,р-н Можайский,68.0,4.219507705176107,2,6.0,18.0,False,False,Сетунь,7,False,True,Блочный,True,False,True,Во двор,True,Евроремонт,True,14.0,0.4264705882352941,0.14705882352941177,10.0
6564,ЮВАО,р-н Марьино,70.7,4.258445572902527,3,8.0,31.0,False,False,Марьино,10,False,True,Монолитный,True,False,False,Во двор,True,,True,1.0,0.5516265912305516,0.16973125884016974,12.0
6565,ЮЗАО,р-н Южное Бутово,74.8,4.314817884980432,3,10.0,12.0,False,False,Улица Горчакова,8,True,False,Панельный,True,False,True,Во двор,True,Косметический,True,20.0,0.5882352941176471,0.13502673796791445,10.1
6566,ЮАО,р-н Братеево,74.2,4.3067641501733345,3,14.0,16.0,False,False,Алма-Атинская,15,True,False,,False,False,True,,False,,True,,0.5795148247978437,0.137466307277628,10.2
6567,НАО (Новомосковский),Сосенское поселение,72.5,4.283586561860629,3,14.0,17.0,False,False,Коммунарка,1,False,True,,True,False,True,,False,Косметический,True,,,,
6568,СВАО,р-н Отрадное,70.9,4.2612704335380815,3,3.0,16.0,False,False,Ботанический сад,2,False,True,Панельный,False,False,True,Во двор,True,Косметический,True,41.0,0.6600846262341324,0.11283497884344146,8.0
6569,СЗАО,р-н Южное Тушино,72.7,4.286341384539473,3,1.0,16.0,True,False,Сходненская,20,True,False,Панельный,True,False,False,,False,Косметический,True,21.0,0.6038514442916093,0.1375515818431912,10.0
6570,ЮВАО,р-н Некрасовка,74.0,4.30406509320417,3,13.0,17.0,False,False,Некрасовка,5,False,True,Панельный,False,False,True,Во двор,True,Евроремонт,True,13.0,0.581081081081081,0.17567567567567569,13.0
6571,НАО (Новомосковский),Коммунарка поселок,66.7,4.200204952921578,2,14.0,17.0,False,False,Коммунарка,30,True,False,Монолитный,True,False,True,На улицу и двор,True,Евроремонт,True,7.0,0.5427286356821589,0.24287856071964015,16.2
6572,ЮЗАО,р-н Ясенево,69.7,4.244200317766478,3,8.0,9.0,False,False,Ясенево,1,False,True,Монолитный,True,False,True,,False,Косметический,True,42.0,0.6786226685796269,0.0860832137733142,6.0
6573,НАО (Новомосковский),Коммунарка поселок,68.0,4.219507705176107,2,18.0,25.0,False,False,Коммунарка,1,False,True,Монолитный,True,True,False,,False,Евроремонт,True,8.0,,,
6574,САО,р-н Дмитровский,73.5,4.297285406218791,3,15.0,16.0,False,False,Селигерская,12,False,True,Панельный,False,False,True,На улицу и двор,True,,True,37.0,0.5850340136054422,0.1360544217687075,10.0
6575,ВАО,р-н Измайлово,68.0,4.219507705176107,3,4.0,4.0,False,True,Первомайская,8,True,False,Кирпичный,True,False,False,На улицу и двор,True,Косметический,True,70.0,0.6882352941176471,0.11764705882352941,8.0
6576,ЮАО,р-н Бирюлево Восточное,67.0,4.204692619390966,2,5.0,11.0,False,False,Царицыно,1,False,True,Монолитный,True,False,True,,False,Евроремонт,True,7.0,,,
6577,ЗАО,р-н Можайский,74.5,4.310799125385514,3,1.0,17.0,True,False,Молодежная,5,False,True,Панельный,True,False,False,На улицу и двор,True,Евроремонт,True,36.0,0.6147651006711409,0.1436241610738255,10.7
6578,ВАО,р-н Гольяново,75.0,4.31748811353631,3,17.0,17.0,False,True,Щелковская,44,False,True,Панельный,True,False,True,На улицу и двор,True,,True,25.0,0.6,0.13333333333333333,10.0
6579,НАО (Новомосковский),Завода Мосрентген поселок,74.4,4.309455941839047,2,3.0,12.0,False,False,Теплый Стан,28,True,False,Кирпичный,False,False,True,Во двор,True,Евроремонт,True,15.0,0.564516129032258,0.1881720430107527,14.0
6580,ЮАО,р-н Чертаново Южное,73.0,4.290459441148391,3,14.0,16.0,False,False,Лесопарковая,5,False,True,Панельный,True,False,True,На улицу и двор,True,Косметический,True,42.0,0.6027397260273972,0.14246575342465753,10.4
6581,НАО (Новомосковский),Московский,68.0,4.219507705176107,2,13.0,17.0,False,False,Саларьево,15,False,True,Панельный,True,False,False,,False,Дизайнерский,True,11.0,0.49558823529411766,0.19117647058823528,13.0
6582,ВАО,р-н Новокосино,71.0,4.2626798770413155,3,11.0,14.0,False,False,Новокосино,1,False,True,Монолитный,True,False,True,,False,Косметический,True,28.0,0.5577464788732395,0.12112676056338027,8.6
6583,ЮВАО,р-н Текстильщики,75.0,4.31748811353631,3,3.0,5.0,False,False,Текстильщики,10,True,False,Кирпичный,True,False,True,,False,,True,61.0,0.6466666666666666,0.12,9.0
6584,САО,р-н Войковский,73.0,4.290459441148391,3,1.0,5.0,True,False,Войковская,11,True,False,,True,False,False,На улицу и двор,True,Косметический,True,60.0,0.6575342465753424,0.13013698630136986,9.5
6585,ЮАО,р-н Чертаново Южное,72.0,4.276666119016055,3,1.0,17.0,True,False,Улица Академика Янгеля,10,True,False,,True,False,False,На улицу и двор,True,Косметический,True,,0.6083333333333333,0.1388888888888889,10.0
6586,ЮВАО,р-н Марьино,75.0,4.31748811353631,3,1.0,17.0,True,False,Марьино,3,False,True,Панельный,False,False,False,Во двор,True,Косметический,True,22.0,0.6053333333333333,0.13466666666666666,10.1
6587,ЮВАО,р-н Марьино,72.0,4.276666119016055,2,2.0,10.0,False,False,Братиславская,4,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,23.0,0.3902777777777778,0.16666666666666666,12.0
6588,ЮАО,р-н Чертаново Южное,73.0,4.290459441148391,3,10.0,16.0,False,False,Аннино,6,True,False,Панельный,True,False,True,На улицу и двор,True,Косметический,True,42.0,0.6095890410958904,0.13835616438356163,10.1
6589,ВАО,р-н Новокосино,70.0,4.248495242049359,3,11.0,14.0,False,False,Новокосино,4,True,False,Монолитный,True,False,True,Во двор,True,Косметический,True,28.0,0.6285714285714286,0.12857142857142856,9.0
6590,ЮЗАО,р-н Южное Бутово,74.7,4.3134800921387715,3,7.0,12.0,False,False,Улица Скобелевская,3,True,False,Панельный,True,False,True,Во двор,True,,True,18.0,0.6131191432396251,0.13520749665327977,10.1
6591,ЮВАО,р-н Марьино,72.0,4.276666119016055,2,2.0,10.0,False,False,Братиславская,5,True,False,Панельный,True,False,True,,False,Евроремонт,True,23.0,0.3888888888888889,0.1736111111111111,12.5
6592,СВАО,р-н Бибирево,68.0,4.219507705176107,3,6.0,16.0,False,False,Алтуфьево,12,False,True,Панельный,True,False,True,Во двор,True,,True,42.0,0.6911764705882353,0.11764705882352941,8.0
6593,ЮВАО,р-н Марьино,74.6,4.312140507209715,3,16.0,17.0,False,False,Марьино,7,True,False,Монолитный,True,False,True,На улицу и двор,True,Косметический,True,30.0,0.64343163538874,0.14745308310991959,11.0
6594,ЮВАО,р-н Текстильщики,68.0,4.219507705176107,3,3.0,9.0,False,False,Печатники,5,False,True,Панельный,True,False,True,На улицу и двор,True,Косметический,True,50.0,0.6764705882352942,0.11764705882352941,8.0
6595,ВАО,р-н Новокосино,72.0,4.276666119016055,3,13.0,14.0,False,False,Новокосино,4,True,False,Монолитный,True,False,True,На улицу и двор,True,Косметический,True,33.0,0.5958333333333333,0.11944444444444444,8.6
6596,СВАО,р-н Лианозово,75.0,4.31748811353631,3,1.0,12.0,True,False,Лианозово,1,False,True,Панельный,True,False,True,,False,Евроремонт,True,38.0,,,
6597,ЮВАО,р-н Рязанский,70.0,4.248495242049359,3,3.0,5.0,False,False,Рязанский проспект,29,True,False,Кирпичный,True,False,True,Во двор,True,,True,61.0,0.7285714285714285,0.11428571428571428,8.0
6598,ЮВАО,р-н Выхино-Жулебино,74.0,4.30406509320417,3,6.0,17.0,False,False,Лермонтовский проспект,7,True,False,Панельный,False,False,True,На улицу и двор,True,,True,28.0,0.6905405405405406,0.13108108108108107,9.7
6599,ЮЗАО,р-н Южное Бутово,74.6,4.312140507209715,3,2.0,9.0,False,False,Бунинская аллея,11,True,False,Панельный,True,True,True,На улицу и двор,True,,True,19.0,0.5388739946380697,0.14745308310991959,11.0
6600,СЗАО,р-н Митино,75.0,4.31748811353631,3,17.0,17.0,False,True,Митино,13,True,False,Панельный,False,False,False,,False,,True,23.0,0.72,0.13333333333333333,10.0
6601,ЮАО,р-н Братеево,74.0,4.30406509320417,3,3.0,17.0,False,False,Алма-Атинская,12,True,False,Панельный,True,False,True,На улицу и двор,True,Косметический,True,31.0,0.6081081081081081,0.13783783783783782,10.2
6602,ЮВАО,р-н Марьино,69.0,4.23410650459726,3,23.0,32.0,False,False,Перерва,4,False,True,Монолитный,False,False,False,Во двор,True,Без ремонта,False,1.0,0.6521739130434783,0.2028985507246377,14.0
6603,СЗАО,р-н Митино,75.0,4.31748811353631,3,8.0,16.0,False,False,Митино,29,True,False,Панельный,True,False,True,Во двор,True,Косметический,True,22.0,0.6133333333333333,0.13333333333333333,10.0
6604,ЗАО,р-н Внуково,75.0,4.31748811353631,3,13.0,17.0,False,False,Рассказовка,12,False,True,Панельный,True,False,True,,False,Дизайнерский,True,33.0,0.6,0.14,10.5
6605,ЮАО,р-н Бирюлево Восточное,75.0,4.31748811353631,3,8.0,17.0,False,False,Орехово,10,False,True,Блочный,True,False,True,На улицу и двор,True,Косметический,True,37.0,0.64,0.13333333333333333,10.0
6606,ЗелАО,р-н Крюково,74.8,4.314817884980432,3,10.0,11.0,False,False,,,False,False,,False,True,True,На улицу и двор,True,,True,,0.6096256684491979,0.26737967914438504,20.0
6607,ЮВАО,р-н Марьино,72.0,4.276666119016055,2,2.0,10.0,False,False,Братиславская,1,False,True,,False,False,True,,False,Косметический,True,,0.3902777777777778,0.16666666666666666,12.0
6608,ЮВАО,р-н Марьино,73.2,4.293195420967266,4,1.0,14.0,True,False,Марьино,10,True,False,Панельный,True,False,False,,False,Без ремонта,False,36.0,0.6871584699453551,0.11202185792349725,8.2
6609,САО,р-н Ховрино,66.0,4.189654742026425,2,2.0,19.0,False,False,Беломорская,7,True,False,Монолитный,True,False,True,Во двор,True,Евроремонт,True,3.0,0.5909090909090909,0.17272727272727273,11.4
6610,ВАО,р-н Новокосино,73.0,4.290459441148391,3,4.0,14.0,False,False,Новокосино,15,True,False,Монолитный,False,False,True,Во двор,True,,True,25.0,0.6164383561643836,0.136986301369863,10.0
6611,ЮАО,р-н Бирюлево Восточное,75.0,4.31748811353631,3,8.0,17.0,False,False,Орехово,10,False,True,Блочный,False,False,True,На улицу и двор,True,Косметический,True,37.0,0.612,0.13599999999999998,10.2
6612,ВАО,р-н Ивановское,74.1,4.3054155323020415,3,16.0,16.0,False,True,Первомайская,6,False,True,Блочный,False,False,True,Во двор,True,Косметический,True,42.0,0.6180836707152497,0.13765182186234817,10.2
6613,САО,р-н Западное Дегунино,74.2,4.3067641501733345,3,2.0,16.0,False,False,Ховрино,14,True,False,Монолитный,True,False,True,Во двор,True,Без ремонта,False,37.0,0.6091644204851752,0.137466307277628,10.2
6614,ЗелАО,р-н Савёлки,70.6,4.257030144499196,3,3.0,16.0,False,False,Ховрино,30,False,True,Кирпичный,False,False,True,На улицу и двор,True,Евроремонт,True,15.0,0.5864022662889519,0.113314447592068,8.0
6615,НАО (Новомосковский),Московский,73.8,4.301358731606427,3,14.0,25.0,False,False,Филатов луг,9,False,True,,True,True,True,,False,Без ремонта,False,,0.5013550135501356,0.22899728997289973,16.9
6616,ЮЗАО,р-н Южное Бутово,71.8,4.273884476054178,3,15.0,17.0,False,False,Бульвар Адмирала Ушакова,7,True,False,Монолитный,True,False,True,На улицу и двор,True,Евроремонт,True,25.0,0.6114206128133705,0.14066852367688024,10.1
6617,ЮВАО,р-н Южнопортовый,69.1,4.235554730773624,3,1.0,6.0,True,False,Автозаводская,5,False,True,Кирпичный,True,False,False,Во двор,True,Евроремонт,True,68.0,0.6903039073806079,0.11577424023154849,8.0
6618,ЮЗАО,р-н Северное Бутово,75.0,4.31748811353631,3,3.0,17.0,False,False,Лесопарковая,6,False,True,Панельный,True,False,True,Во двор,True,Косметический,True,30.0,0.5866666666666667,0.14666666666666667,11.0
6619,НАО (Новомосковский),Московский,73.8,4.301358731606427,3,23.0,25.0,False,False,Филатов луг,6,False,True,,False,True,True,Во двор,True,Без ремонта,False,,,0.22899728997289973,16.9
6620,ВАО,р-н Соколиная гора,72.7,4.286341384539473,3,5.0,5.0,False,True,Соколиная гора,10,True,False,,False,False,True,Во двор,True,Косметический,True,62.0,0.6932599724896836,0.12379642365887207,9.0
6621,ЮВАО,р-н Кузьминки,74.6,4.312140507209715,3,2.0,17.0,False,False,Кузьминки,7,False,True,,True,False,False,На улицу и двор,True,Косметический,True,,0.6072386058981233,0.13672922252010725,10.2
6622,ЮЗАО,р-н Ясенево,67.0,4.204692619390966,3,4.0,9.0,False,False,Ясенево,3,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,42.0,0.6865671641791045,0.08955223880597014,6.0
6623,ЮАО,р-н Орехово-Борисово Южное,72.0,4.276666119016055,3,4.0,12.0,False,False,Домодедовская,10,True,False,Панельный,True,False,True,На улицу и двор,True,Косметический,True,45.0,0.7222222222222222,0.1388888888888889,10.0
6624,ЮВАО,р-н Кузьминки,73.0,4.290459441148391,3,10.0,14.0,False,False,Рязанский проспект,15,True,False,Кирпичный,True,False,True,Во двор,True,Косметический,True,48.0,0.6657534246575343,0.11232876712328767,8.2
6625,ЮВАО,р-н Марьино,74.1,4.3054155323020415,3,9.0,16.0,False,False,Марьино,20,False,True,,True,False,True,Во двор,True,,True,40.0,0.6086369770580298,0.13900134952766532,10.3
6626,ЮАО,р-н Даниловский,68.4,4.225372824628505,3,2.0,8.0,False,False,Автозаводская,2,False,True,,True,False,False,На улицу и двор,True,Без ремонта,False,62.0,0.685672514619883,0.09210526315789473,6.3
6627,ЮВАО,р-н Печатники,74.2,4.3067641501733345,3,5.0,22.0,False,False,Печатники,5,False,True,Блочный,True,False,True,Во двор,True,,True,29.0,0.5795148247978437,0.12803234501347707,9.5
6628,ВАО,р-н Сокольники,73.7,4.300002799195291,2,2.0,4.0,False,False,Красносельская,15,True,False,Монолитный,True,False,True,Во двор,True,Без ремонта,False,6.0,0.5427408412483039,0.13568521031207598,10.0
