,Округ,Район,Площадь,Площадь лог,Кол-во комнат,Этаж,Этажей в доме,Первый этаж,Последний этаж,Метро,Расстояние до метро (ед),Расстояние указано пешком,Расстояние указано на транспорте,Тип дома,Указан раздельный санузел,Несколько санузлов,Балкон указан,Окна,Окна во двор,Ремонт,Наличие ремонта,Возраст дома,Доля жилой площади,Доля куханной площади,Площадь кухни
971,НАО (Новомосковский),Сосенское поселение,35.0,3.5553480614894135,1,5.0,9.0,False,False,Прокшино,1,False,True,Монолитный,True,False,True,,False,Без ремонта,False,1.0,,0.3142857142857143,11.0
972,ВАО,р-н Ивановское,34.1,3.529297384289471,1,16.0,16.0,False,True,Новогиреево,4,False,True,Блочный,False,False,True,На улицу и двор,True,,True,43.0,0.5542521994134897,0.29325513196480935,10.0
973,СЗАО,р-н Митино,29.8,3.3945083935113587,СиА,11.0,25.0,False,False,Митино,10,True,False,Монолитный,False,False,False,На улицу,False,Евроремонт,True,5.0,0.6040268456375839,0.16778523489932887,5.0
974,ЮАО,р-н Орехово-Борисово Северное,33.0,3.4965075614664802,1,2.0,9.0,False,False,Домодедовская,13,True,False,Панельный,True,False,False,Во двор,True,Евроремонт,True,45.0,0.5454545454545454,0.21212121212121213,7.0
975,СВАО,р-н Лианозово,32.0,3.4657359027997265,1,23.0,24.0,False,False,Алтуфьево,28,True,False,Монолитный,False,False,True,На улицу и двор,True,Дизайнерский,True,13.0,0.75,0.1875,6.0
976,ЮАО,р-н Бирюлево Восточное,34.0,3.5263605246161616,1,4.0,16.0,False,False,Орехово,8,False,True,Блочный,False,False,True,Во двор,True,Косметический,True,44.0,0.5294117647058824,0.2647058823529412,9.0
977,САО,р-н Левобережный,30.0,3.4011973816621555,СиА,8.0,9.0,False,False,Ховрино,9,True,False,Кирпичный,False,False,True,Во двор,True,Без ремонта,False,54.0,0.62,0.2,6.0
978,ВАО,р-н Новогиреево,32.0,3.4657359027997265,1,5.0,5.0,False,True,Новогиреево,3,False,True,Панельный,False,False,True,Во двор,True,Косметический,True,55.0,0.5625,0.171875,5.5
979,САО,р-н Головинский,33.0,3.4965075614664802,1,4.0,12.0,False,False,Речной вокзал,10,False,True,Блочный,False,False,True,Во двор,True,Косметический,True,49.0,0.5454545454545454,0.30303030303030304,10.0
980,САО,р-н Дмитровский,30.2,3.407841924380824,СиА,4.0,5.0,False,False,Лианозово,4,False,True,Кирпичный,False,False,True,Во двор,True,Косметический,True,57.0,0.6622516556291391,0.19867549668874174,6.0
981,САО,р-н Бескудниковский,32.0,3.4657359027997265,1,3.0,9.0,False,False,Селигерская,1,False,True,Блочный,True,False,True,,False,Без ремонта,False,55.0,0.65625,0.1875,6.0
982,ВАО,р-н Новогиреево,31.9,3.462606009790799,1,3.0,5.0,False,False,Новогиреево,9,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,53.0,0.6394984326018809,0.16927899686520378,5.4
983,СВАО,р-н Бибирево,33.0,3.4965075614664802,1,1.0,9.0,True,False,Алтуфьево,8,True,False,Панельный,False,False,False,Во двор,True,,True,46.0,0.5757575757575758,0.21212121212121213,7.0
984,СВАО,р-н Ярославский,31.0,3.4339872044851463,СиА,4.0,5.0,False,False,Бабушкинская,5,False,True,Кирпичный,False,False,True,На улицу,False,Косметический,True,58.0,0.5806451612903226,0.1935483870967742,6.0
985,СВАО,р-н Ростокино,32.0,3.4657359027997265,1,1.0,9.0,True,False,ВДНХ,25,True,False,Блочный,False,False,False,Во двор,True,Косметический,True,54.0,0.625,0.21875,7.0
986,ЮАО,р-н Бирюлево Восточное,35.0,3.5553480614894135,1,9.0,45.0,False,False,,,False,False,Блочный,False,False,True,Во двор,True,Косметический,True,7.0,0.5428571428571428,0.17142857142857143,6.0
987,СЗАО,р-н Покровское-Стрешнево,34.0,3.5263605246161616,2,1.0,9.0,True,False,Щукинская,6,True,False,Кирпичный,False,False,False,,False,Без ремонта,False,48.0,0.6470588235294118,0.17647058823529413,6.0
988,ВАО,р-н Восточное Измайлово,30.5,3.417726683613366,СиА,1.0,5.0,True,False,Первомайская,5,True,False,Кирпичный,False,False,False,Во двор,True,,True,56.0,0.5901639344262295,0.19672131147540983,6.0
989,САО,р-н Коптево,32.3,3.475067230228611,1,5.0,9.0,False,False,Лихоборы,12,True,False,Блочный,False,False,True,Во двор,True,,True,58.0,0.6811145510835914,0.17027863777089786,5.5
990,ЮВАО,р-н Некрасовка,32.0,3.4657359027997265,1,9.0,17.0,False,False,Некрасовка,15,True,False,,False,False,True,На улицу,False,Евроремонт,True,1.0,0.490625,0.25,8.0
991,САО,р-н Коптево,31.0,3.4339872044851463,СиА,2.0,5.0,False,False,Верхние Лихоборы,10,True,False,Кирпичный,False,False,True,Во двор,True,Косметический,True,60.0,0.6129032258064516,0.1935483870967742,6.0
992,ЮАО,р-н Чертаново Южное,35.0,3.5553480614894135,1,1.0,16.0,True,False,Улица Академика Янгеля,1,False,True,Панельный,False,False,False,,False,Косметический,True,37.0,0.5428571428571428,0.2857142857142857,10.0
993,ЮВАО,р-н Рязанский,33.0,3.4965075614664802,1,1.0,9.0,True,False,Рязанский проспект,1,False,True,Панельный,False,False,False,,False,Косметический,True,48.0,,,
994,ЗАО,р-н Солнцево,33.3,3.505557396986398,1,2.0,9.0,False,False,Говорово,1,False,True,Панельный,False,False,False,,False,Евроремонт,True,52.0,0.5615615615615616,0.1951951951951952,6.5
995,ВАО,р-н Ивановское,32.0,3.4657359027997265,1,8.0,12.0,False,False,Новогиреево,20,True,False,Панельный,False,False,True,Во двор,True,,True,47.0,0.5625,0.209375,6.7
996,СЗАО,р-н Южное Тушино,35.0,3.5553480614894135,1,3.0,9.0,False,False,Сходненская,7,True,False,Панельный,True,False,True,Во двор,True,,True,45.0,0.6,0.2,7.0
997,СВАО,р-н Ярославский,23.6,3.1612467120315646,СиА,5.0,5.0,False,True,ВДНХ,15,False,True,Кирпичный,False,False,False,,False,Косметический,True,51.0,,,
998,СВАО,р-н Отрадное,25.0,3.2188758248682006,СиА,19.0,25.0,False,False,Отрадное,1,False,True,,True,False,True,,False,Косметический,True,,0.44,0.24,6.0
999,ЗАО,р-н Можайский,35.0,3.5553480614894135,1,6.0,12.0,False,False,Немчиновка,17,True,False,,False,False,False,,False,Косметический,True,,0.7142857142857143,0.14285714285714285,5.0
1000,ЮАО,р-н Орехово-Борисово Южное,35.0,3.5553480614894135,1,3.0,9.0,False,False,Домодедовская,15,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,44.0,,0.17142857142857143,6.0
1001,НАО (Новомосковский),Коммунарка поселок,35.0,3.5553480614894135,1,8.0,25.0,False,False,Коммунарка,15,True,False,Монолитный,False,False,False,Во двор,True,,True,8.0,0.45714285714285713,0.2857142857142857,10.0
1002,ЮЗАО,р-н Коньково,32.0,3.4657359027997265,1,6.0,9.0,False,False,Коньково,6,True,False,Панельный,True,False,False,Во двор,True,Без ремонта,False,,0.59375,0.1875,6.0
1003,ЮВАО,р-н Текстильщики,34.2,3.5322256440685598,1,2.0,12.0,False,False,Текстильщики,10,True,False,Панельный,False,False,False,,False,Евроремонт,True,48.0,0.47953216374269,0.2807017543859649,9.6
1004,ЮЗАО,р-н Теплый Стан,32.5,3.481240089335692,1,8.0,9.0,False,False,Тропарево,25,True,False,Панельный,True,False,False,Во двор,True,Без ремонта,False,45.0,0.5538461538461539,0.18461538461538463,6.0
1005,САО,р-н Западное Дегунино,27.6,3.3178157727231046,СиА,8.0,15.0,False,False,Селигерская,5,True,False,Монолитный,False,False,False,На улицу,False,Без ремонта,False,,0.5434782608695652,0.18115942028985507,5.0
1006,ЮВАО,р-н Некрасовка,34.0,3.5263605246161616,1,6.0,17.0,False,False,Лухмановская,10,False,True,,False,False,True,Во двор,True,Евроремонт,True,,0.4617647058823529,0.23529411764705882,8.0
1007,ВАО,р-н Перово,31.6,3.4531571205928664,1,1.0,5.0,True,False,Перово,15,True,False,Панельный,False,False,False,На улицу,False,,True,55.0,0.5063291139240506,0.18987341772151897,6.0
1008,ЮАО,р-н Нагатино-Садовники,31.0,3.4339872044851463,СиА,9.0,9.0,False,True,Варшавская,5,True,False,Кирпичный,False,False,False,Во двор,True,,True,46.0,0.5903225806451613,0.1903225806451613,5.9
1009,ВАО,р-н Перово,35.0,3.5553480614894135,1,12.0,12.0,False,True,Шоссе Энтузиастов,3,False,True,Блочный,True,False,True,,False,Косметический,True,48.0,,,
1010,ЮАО,р-н Бирюлево Восточное,35.0,3.5553480614894135,1,4.0,17.0,False,False,Кантемировская,6,False,True,Блочный,False,False,True,,False,,True,44.0,0.5428571428571428,0.2571428571428571,9.0
1011,ЮАО,р-н Бирюлево Восточное,34.6,3.543853682063679,1,1.0,12.0,True,False,Царицыно,5,False,True,Монолитный,False,False,False,Во двор,True,Евроремонт,True,46.0,0.560693641618497,0.26878612716763006,9.3
1012,ВАО,р-н Богородское,30.3,3.4111477125153233,СиА,5.0,5.0,False,True,Преображенская площадь,10,False,True,Кирпичный,False,False,True,Во двор,True,,True,56.0,0.6501650165016502,0.17821782178217824,5.4
1013,ЮАО,р-н Нагатино-Садовники,32.0,3.4657359027997265,1,9.0,9.0,False,True,Каширская,15,True,False,Кирпичный,False,False,True,Во двор,True,Косметический,True,49.0,0.5625,0.1875,6.0
1014,ЮАО,р-н Чертаново Северное,30.0,3.4011973816621555,СиА,1.0,9.0,True,False,Южная,1,False,True,,True,False,True,,False,Косметический,True,,0.5,0.17333333333333334,5.2
1015,САО,р-н Ховрино,34.9,3.5524868292083815,1,2.0,12.0,False,False,Ховрино,10,True,False,Монолитный,False,False,False,На улицу,False,Косметический,True,52.0,0.5644699140401146,0.25787965616045844,9.0
1016,ЮАО,р-н Бирюлево Восточное,35.0,3.5553480614894135,1,4.0,16.0,False,False,Царицыно,7,False,True,Блочный,False,False,True,Во двор,True,Косметический,True,44.0,0.5571428571428572,0.2742857142857143,9.6
1017,СВАО,р-н Южное Медведково,33.0,3.4965075614664802,1,2.0,8.0,False,False,Бабушкинская,5,False,True,Кирпичный,False,False,False,Во двор,True,Без ремонта,False,55.0,0.6272727272727272,0.18181818181818182,6.0
1018,ЮАО,р-н Орехово-Борисово Северное,33.0,3.4965075614664802,1,5.0,9.0,False,False,,,False,False,Панельный,False,False,False,Во двор,True,Евроремонт,True,46.0,0.5757575757575758,0.21212121212121213,7.0
1019,СВАО,р-н Северное Медведково,33.0,3.4965075614664802,1,6.0,9.0,False,False,Медведково,1,False,True,Панельный,False,False,False,,False,Косметический,True,54.0,0.5757575757575758,0.18181818181818182,6.0
1020,ЮАО,р-н Чертаново Северное,33.0,3.4965075614664802,1,2.0,9.0,False,False,Южная,15,True,False,Панельный,False,False,True,Во двор,True,Косметический,True,51.0,0.5787878787878789,0.21212121212121213,7.0
1021,НАО (Новомосковский),Коммунарка поселок,35.0,3.5553480614894135,1,2.0,25.0,False,False,Коммунарка,10,True,False,,False,False,False,На улицу,False,Евроремонт,True,,0.5142857142857142,0.22857142857142856,8.0
1022,ЮАО,р-н Царицыно,30.4,3.414442608412176,СиА,2.0,5.0,False,False,Кантемировская,12,True,False,Панельный,True,False,True,Во двор,True,Косметический,True,54.0,0.5723684210526315,0.18092105263157895,5.5
